Symbol,Signal_Type,Signal_date,Signal_Price,Signal_Rank,ret_1w,ret_1w_price,ret_1w_date,ret_2w,ret_2w_price,ret_2w_date,ret_1m,ret_1m_price,ret_1m_date,ret_3m,ret_3m_price,ret_3m_date,ret_6m,ret_6m_price,ret_6m_date,ret_1y,ret_1y_price,ret_1y_date,ret_sinceSignal,current_price,current_date,ret_1w_perc,ret_2w_perc,ret_1m_perc,ret_3m_perc,ret_6m_perc,ret_1y_perc,ret_sinceSignal_perc,Updated_Signal_Price
HINDUNILVR,Golden cross,2025-08-01,2554.0,6,-2.93,2479.11181640625,2025-08-08 00:00:00,-0.23,2548.06982421875,2025-08-18 00:00:00,2.93,2628.834716796875,2025-09-01 00:00:00,-4.06,2450.337890625,2025-10-30 00:00:00,,,,,,,-5.48,2414.0,2025-11-07 00:00:00,-2.93,-0.23,2.93,-4.06,,,-5.48,2534.0
HINDUNILVR,Golden cross,2025-07-31,2521.0,4,-0.92,2497.8642578125,2025-08-07 00:00:00,-2.37,2461.252197265625,2025-08-14 00:00:00,4.28,2628.834716796875,2025-09-01 00:00:00,-2.07,2468.693603515625,2025-10-29 00:00:00,,,,,,,-4.24,2414.0,2025-11-07 00:00:00,-0.92,-2.37,4.28,-2.07,,,-4.24,2502.0
HITECHCORP,Golden cross,2024-08-02,254.0,3,10.83,281.51397705078125,2024-10-10 00:00:00,10.83,281.51397705078125,2024-10-10 00:00:00,10.83,281.51397705078125,2024-10-10 00:00:00,10.36,280.31964111328125,2024-10-31 00:00:00,-11.54,224.68368530273438,2025-01-29 00:00:00,-28.46,181.7100067138672,2025-08-04 00:00:00,-23.44,194.4600067138672,2025-11-07 00:00:00,10.83,10.83,10.83,10.36,-11.54,-28.46,-23.44,253.0
HLEGLAS,Golden cross,2025-06-11,465.0,5,-7.19,431.5750427246094,2025-06-18 00:00:00,1.47,471.8387756347656,2025-06-25 00:00:00,-10.73,415.1103515625,2025-07-11 00:00:00,21.03,562.7938232421875,2025-09-09 00:00:00,,,,,,,25.4,583.0999755859375,2025-11-07 00:00:00,-7.19,1.47,-10.73,21.03,,,25.4,464.0
HONDAPOWER,Golden cross,2024-04-26,2451.0,6,67.52,4105.9775390625,2024-10-10 00:00:00,67.52,4105.9775390625,2024-10-10 00:00:00,67.52,4105.9775390625,2024-10-10 00:00:00,67.52,4105.9775390625,2024-10-10 00:00:00,50.06,3677.99072265625,2024-10-23 00:00:00,-18.67,1993.4775390625,2025-04-28 00:00:00,2.62,2515.10009765625,2025-11-07 00:00:00,67.52,67.52,67.52,67.52,50.06,-18.67,2.62,2357.0
IFCI,Golden cross,2025-06-20,60.0,9,7.48,64.48999786376953,2025-06-27 00:00:00,4.3,62.58000183105469,2025-07-04 00:00:00,1.47,60.880001068115234,2025-07-21 00:00:00,-1.28,59.22999954223633,2025-09-18 00:00:00,,,,,,,-9.62,54.22999954223633,2025-11-07 00:00:00,7.48,4.3,1.47,-1.28,,,-9.62,60.0
IMFA,Golden cross,2025-07-02,784.0,5,-4.23,750.85205078125,2025-07-09 00:00:00,-1.62,771.2675170898438,2025-07-16 00:00:00,-7.64,724.0999755859375,2025-08-01 00:00:00,41.33,1108.050048828125,2025-09-30 00:00:00,,,,,,,52.68,1197.0,2025-11-07 00:00:00,-4.23,-1.62,-7.64,41.33,,,52.68,779.0
IMPAL,Golden cross,2025-07-16,1129.0,5,-3.29,1091.9000244140625,2025-07-23 00:00:00,-6.15,1059.5999755859375,2025-07-30 00:00:00,-6.9,1051.0999755859375,2025-08-18 00:00:00,-7.26,1047.0,2025-10-14 00:00:00,,,,,,,-5.29,1069.300048828125,2025-11-07 00:00:00,-3.29,-6.15,-6.9,-7.26,,,-5.29,1129.0
INDIAMART,Golden cross,2025-06-20,2490.0,7,4.75,2608.300048828125,2025-06-27 00:00:00,2.28,2546.699951171875,2025-07-04 00:00:00,4.43,2600.199951171875,2025-07-21 00:00:00,1.33,2523.0,2025-09-18 00:00:00,,,,,,,-1.71,2447.5,2025-11-07 00:00:00,4.75,2.28,4.43,1.33,,,-1.71,2490.0
INDNIPPON,Golden cross,2025-06-12,722.0,11,-1.81,708.9500122070312,2025-06-19 00:00:00,1.11,730.0499877929688,2025-06-26 00:00:00,9.19,788.3499755859375,2025-07-14 00:00:00,25.67,907.3499755859375,2025-09-10 00:00:00,,,,,,,31.05,946.2000122070312,2025-11-07 00:00:00,-1.81,1.11,9.19,25.67,,,31.05,722.0
INDNIPPON,Golden cross,2025-06-11,714.0,10,0.48,717.4500122070312,2025-06-18 00:00:00,1.86,727.25,2025-06-25 00:00:00,9.27,780.2000122070312,2025-07-11 00:00:00,30.23,929.8499755859375,2025-09-09 00:00:00,,,,,,,32.52,946.2000122070312,2025-11-07 00:00:00,0.48,1.86,9.27,30.23,,,32.52,714.0
INDOAMIN,Death cross,2024-06-13,124.0,10,62.37,201.3438720703125,2024-10-10 00:00:00,62.37,201.3438720703125,2024-10-10 00:00:00,62.37,201.3438720703125,2024-10-10 00:00:00,62.37,201.3438720703125,2024-10-10 00:00:00,56.99,194.66729736328125,2024-12-10 00:00:00,22.08,151.3791046142578,2025-06-13 00:00:00,7.4,133.1699981689453,2025-11-07 00:00:00,62.37,62.37,62.37,62.37,56.99,22.08,7.4,123.0
INDOAMIN,Golden cross,2024-07-05,138.0,9,45.9,201.3438720703125,2024-10-10 00:00:00,45.9,201.3438720703125,2024-10-10 00:00:00,45.9,201.3438720703125,2024-10-10 00:00:00,45.9,201.3438720703125,2024-10-10 00:00:00,24.71,172.10641479492188,2025-01-01 00:00:00,21.88,168.20010375976562,2025-07-07 00:00:00,-3.5,133.1699981689453,2025-11-07 00:00:00,45.9,45.9,45.9,45.9,24.71,21.88,-3.5,137.0
INDOAMIN,Golden cross,2024-06-28,140.0,9,43.82,201.3438720703125,2024-10-10 00:00:00,43.82,201.3438720703125,2024-10-10 00:00:00,43.82,201.3438720703125,2024-10-10 00:00:00,43.82,201.3438720703125,2024-10-10 00:00:00,20.33,168.45921325683594,2024-12-26 00:00:00,20.0,168.0008087158203,2025-06-30 00:00:00,-4.88,133.1699981689453,2025-11-07 00:00:00,43.82,43.82,43.82,43.82,20.33,20.0,-4.88,139.0
INDOAMIN,Golden cross,2024-06-27,143.0,4,40.8,201.3438720703125,2024-10-10 00:00:00,40.8,201.3438720703125,2024-10-10 00:00:00,40.8,201.3438720703125,2024-10-10 00:00:00,40.8,201.3438720703125,2024-10-10 00:00:00,22.77,175.5543212890625,2024-12-24 00:00:00,12.47,160.8359375,2025-06-27 00:00:00,-6.87,133.1699981689453,2025-11-07 00:00:00,40.8,40.8,40.8,40.8,22.77,12.47,-6.87,142.0
INDOBORAX,Golden cross,2024-06-28,175.0,3,16.43,203.75621032714844,2024-10-10 00:00:00,16.43,203.75621032714844,2024-10-10 00:00:00,16.43,203.75621032714844,2024-10-10 00:00:00,16.43,203.75621032714844,2024-10-10 00:00:00,5.71,184.9948272705078,2024-12-26 00:00:00,21.93,213.37591552734375,2025-06-30 00:00:00,45.14,254.0,2025-11-07 00:00:00,16.43,16.43,16.43,16.43,5.71,21.93,45.14,173.0
INDOBORAX,Golden cross,2024-06-27,178.0,6,14.47,203.75621032714844,2024-10-10 00:00:00,14.47,203.75621032714844,2024-10-10 00:00:00,14.47,203.75621032714844,2024-10-10 00:00:00,14.47,203.75621032714844,2024-10-10 00:00:00,4.68,186.32923889160156,2024-12-24 00:00:00,17.45,209.05401611328125,2025-06-27 00:00:00,42.7,254.0,2025-11-07 00:00:00,14.47,14.47,14.47,14.47,4.68,17.45,42.7,176.0
INDOWIND,Golden cross,2024-12-19,25.0,4,-4.76,23.809999465942383,2024-12-26 00:00:00,7.44,26.860000610351562,2025-01-02 00:00:00,-3.24,24.190000534057617,2025-01-20 00:00:00,-28.92,17.770000457763672,2025-03-19 00:00:00,-19.52,20.1200008392334,2025-06-17 00:00:00,,,,-39.24,15.1899995803833,2025-11-07 00:00:00,-4.76,7.44,-3.24,-28.92,-19.52,,-39.24,25.0
INFY,Golden cross,2024-06-27,1556.0,8,18.44,1842.85791015625,2024-10-10 00:00:00,18.44,1842.85791015625,2024-10-10 00:00:00,18.44,1842.85791015625,2024-10-10 00:00:00,18.44,1842.85791015625,2024-10-10 00:00:00,19.16,1854.1768798828125,2024-12-24 00:00:00,1.78,1583.7545166015625,2025-06-27 00:00:00,-5.09,1476.800048828125,2025-11-07 00:00:00,18.44,18.44,18.44,18.44,19.16,1.78,-5.09,1511.0
INOXWIND,Golden cross,2025-06-03,181.0,11,3.14,186.67999267578125,2025-06-10 00:00:00,-6.54,169.1699981689453,2025-06-17 00:00:00,-2.41,176.63999938964844,2025-07-03 00:00:00,-22.19,140.8300018310547,2025-09-01 00:00:00,,,,,,,-17.43,149.4499969482422,2025-11-07 00:00:00,3.14,-6.54,-2.41,-22.19,,,-17.43,181.0
INSPIRISYS,Golden cross,2025-08-04,108.0,4,-2.92,104.8499984741211,2025-08-11 00:00:00,-5.37,102.19999694824219,2025-08-18 00:00:00,-11.4,95.69000244140625,2025-09-03 00:00:00,-15.42,91.3499984741211,2025-11-03 00:00:00,,,,,,,-8.56,98.75,2025-11-07 00:00:00,-2.92,-5.37,-11.4,-15.42,,,-8.56,108.0
INSPIRISYS,Golden cross,2025-07-24,106.0,11,0.49,106.5199966430664,2025-07-31 00:00:00,0.68,106.72000122070312,2025-08-07 00:00:00,-7.13,98.44000244140625,2025-08-25 00:00:00,-15.88,89.16999816894531,2025-10-23 00:00:00,,,,,,,-6.84,98.75,2025-11-07 00:00:00,0.49,0.68,-7.13,-15.88,,,-6.84,106.0
INSPIRISYS,Golden cross,2025-07-02,113.0,8,-6.85,105.26000213623047,2025-07-09 00:00:00,-5.4,106.9000015258789,2025-07-16 00:00:00,-6.19,106.0,2025-08-01 00:00:00,-15.95,94.9800033569336,2025-09-30 00:00:00,,,,,,,-12.61,98.75,2025-11-07 00:00:00,-6.85,-5.4,-6.19,-15.95,,,-12.61,113.0
IPCALAB,Golden cross,2025-07-24,1539.0,9,-4.36,1471.857421875,2025-07-31 00:00:00,-9.58,1391.5,2025-08-07 00:00:00,-9.04,1399.9000244140625,2025-08-25 00:00:00,-17.04,1276.800048828125,2025-10-23 00:00:00,,,,,,,-14.34,1318.300048828125,2025-11-07 00:00:00,-4.36,-9.58,-9.04,-17.04,,,-14.34,1539.0
JAGRAN,Golden cross,2024-09-12,107.0,4,-19.74,85.87696838378906,2024-10-10 00:00:00,-19.74,85.87696838378906,2024-10-10 00:00:00,-21.35,84.15126037597656,2024-10-14 00:00:00,-22.63,82.78740692138672,2024-12-11 00:00:00,-38.79,65.49324798583984,2025-03-11 00:00:00,-32.89,71.80999755859375,2025-09-12 00:00:00,-34.14,70.47000122070312,2025-11-07 00:00:00,-19.74,-19.74,-21.35,-22.63,-38.79,-32.89,-34.14,94.0
JAYBARMARU,Death cross,2024-06-25,107.0,12,-8.81,97.57251739501953,2024-10-10 00:00:00,-8.81,97.57251739501953,2024-10-10 00:00:00,-8.81,97.57251739501953,2024-10-10 00:00:00,-8.81,97.57251739501953,2024-10-10 00:00:00,-19.9,85.7118911743164,2024-12-23 00:00:00,-27.41,77.66927337646484,2025-06-25 00:00:00,-12.91,93.19000244140625,2025-11-07 00:00:00,-8.81,-8.81,-8.81,-8.81,-19.9,-27.41,-12.91,106.0
JAYBARMARU,Golden cross,2024-06-21,114.0,10,-14.41,97.57251739501953,2024-10-10 00:00:00,-14.41,97.57251739501953,2024-10-10 00:00:00,-14.41,97.57251739501953,2024-10-10 00:00:00,-14.41,97.57251739501953,2024-10-10 00:00:00,-22.7,88.12169647216797,2024-12-18 00:00:00,-33.97,75.26937866210938,2025-06-23 00:00:00,-18.25,93.19000244140625,2025-11-07 00:00:00,-14.41,-14.41,-14.41,-14.41,-22.7,-33.97,-18.25,112.0
JINDRILL,Golden cross,2024-11-07,760.0,2,-6.61,709.7779541015625,2024-11-14 00:00:00,-3.65,732.2409057617188,2024-11-21 00:00:00,8.05,821.14404296875,2024-12-09 00:00:00,27.55,969.3992919921875,2025-02-05 00:00:00,-18.92,616.1825561523438,2025-05-06 00:00:00,-27.58,550.4000244140625,2025-11-07 00:00:00,-27.58,550.4000244140625,2025-11-07 00:00:00,-6.61,-3.65,8.05,27.55,-18.92,-27.58,-27.58,759.0
JISLDVREQS,Golden cross,2024-12-16,39.0,9,-10.18,35.029998779296875,2024-12-23 00:00:00,-5.74,36.7599983215332,2024-12-30 00:00:00,-9.44,35.31999969482422,2025-01-15 00:00:00,-30.72,27.020000457763672,2025-03-17 00:00:00,-14.41,33.380001068115234,2025-06-16 00:00:00,,,,-22.18,30.350000381469727,2025-11-07 00:00:00,-10.18,-5.74,-9.44,-30.72,-14.41,,-22.18,39.0
JISLJALEQS,Golden cross,2024-11-07,70.0,1,-7.64,64.6500015258789,2024-11-14 00:00:00,-8.94,63.7400016784668,2024-11-21 00:00:00,6.3,74.41000366210938,2024-12-09 00:00:00,1.89,71.31999969482422,2025-02-05 00:00:00,-28.29,50.20000076293945,2025-05-06 00:00:00,-29.67,49.22999954223633,2025-11-07 00:00:00,-29.67,49.22999954223633,2025-11-07 00:00:00,-7.64,-8.94,6.3,1.89,-28.29,-29.67,-29.67,70.0
JKPAPER,Golden cross,2024-05-29,381.0,3,28.84,490.8616638183594,2024-10-10 00:00:00,28.84,490.8616638183594,2024-10-10 00:00:00,28.84,490.8616638183594,2024-10-10 00:00:00,28.84,490.8616638183594,2024-10-10 00:00:00,6.15,404.4420166015625,2024-11-25 00:00:00,-4.74,362.9329528808594,2025-05-29 00:00:00,1.54,386.8500061035156,2025-11-07 00:00:00,28.84,28.84,28.84,28.84,6.15,-4.74,1.54,371.0
JMFINANCIL,Golden cross,2024-07-05,98.0,8,45.22,142.31820678710938,2024-10-10 00:00:00,45.22,142.31820678710938,2024-10-10 00:00:00,45.22,142.31820678710938,2024-10-10 00:00:00,45.22,142.31820678710938,2024-10-10 00:00:00,30.25,127.64368438720703,2025-01-01 00:00:00,70.44,167.02999877929688,2025-07-07 00:00:00,62.09,158.85000610351562,2025-11-07 00:00:00,45.22,45.22,45.22,45.22,30.25,70.44,62.09,96.0
JSFB,Golden cross,2025-06-18,495.0,7,2.96,509.6499938964844,2025-06-25 00:00:00,1.09,500.3999938964844,2025-07-02 00:00:00,-0.99,490.1000061035156,2025-07-18 00:00:00,-5.6,467.29998779296875,2025-09-16 00:00:00,,,,,,,-3.79,476.25,2025-11-07 00:00:00,2.96,1.09,-0.99,-5.6,,,-3.79,495.0
JSFB,Golden cross,2025-06-12,507.0,15,-3.94,487.0,2025-06-19 00:00:00,-1.45,499.6499938964844,2025-06-26 00:00:00,-3.93,487.1000061035156,2025-07-14 00:00:00,-7.22,470.3999938964844,2025-09-10 00:00:00,,,,,,,-6.07,476.25,2025-11-07 00:00:00,-3.94,-1.45,-3.93,-7.22,,,-6.07,507.0
KAJARIACER,Golden cross,2025-07-22,1242.0,6,-7.3,1151.3763427734375,2025-07-29 00:00:00,-5.36,1175.4398193359375,2025-08-05 00:00:00,1.78,1264.0682373046875,2025-08-21 00:00:00,-2.32,1213.2384033203125,2025-10-20 00:00:00,,,,,,,-9.42,1125.0,2025-11-07 00:00:00,-7.3,-5.36,1.78,-2.32,,,-9.42,1230.0
KANPRPLA,Golden cross,2024-08-02,125.0,5,-5.43,118.2109375,2024-10-10 00:00:00,-5.43,118.2109375,2024-10-10 00:00:00,-5.43,118.2109375,2024-10-10 00:00:00,-5.54,118.07157135009766,2024-10-31 00:00:00,-3.5,120.6299057006836,2025-01-29 00:00:00,62.86,203.57167053222656,2025-08-04 00:00:00,64.14,205.1699981689453,2025-11-07 00:00:00,-5.43,-5.43,-5.43,-5.54,-3.5,62.86,64.14,124.0
KELLTONTEC,Golden cross,2025-07-31,28.0,5,-7.43,25.920000076293945,2025-08-07 00:00:00,-2.79,27.219999313354492,2025-08-14 00:00:00,-8.32,25.670000076293945,2025-09-01 00:00:00,-28.5,20.020000457763672,2025-10-29 00:00:00,,,,,,,-24.68,21.09000015258789,2025-11-07 00:00:00,-7.43,-2.79,-8.32,-28.5,,,-24.68,28.0
KELLTONTEC,Golden cross,2025-07-25,32.0,7,-12.09,28.1299991607666,2025-08-01 00:00:00,-19.66,25.709999084472656,2025-08-08 00:00:00,-19.34,25.809999465942383,2025-08-25 00:00:00,-31.28,21.989999771118164,2025-10-23 00:00:00,,,,,,,-34.09,21.09000015258789,2025-11-07 00:00:00,-12.09,-19.66,-19.34,-31.28,,,-34.09,32.0
KEYFINSERV,Golden cross,2025-11-07,342.0,1,,,,,,,,,,,,,,,,,,,-0.13,341.54998779296875,2025-11-07 00:00:00,,,,,,,-0.13,342.0
KIRIINDUS,Death cross,2024-05-30,305.0,4,16.61,355.6499938964844,2024-10-10 00:00:00,16.61,355.6499938964844,2024-10-10 00:00:00,16.61,355.6499938964844,2024-10-10 00:00:00,16.61,355.6499938964844,2024-10-10 00:00:00,92.2,586.2000122070312,2024-11-26 00:00:00,110.51,642.0499877929688,2025-05-30 00:00:00,77.69,541.9500122070312,2025-11-07 00:00:00,16.61,16.61,16.61,16.61,92.2,110.51,77.69,305.0
KIRLOSBROS,Golden cross,2025-07-02,2202.0,6,1.26,2229.724853515625,2025-07-09 00:00:00,0.61,2215.374267578125,2025-07-16 00:00:00,-15.21,1867.0999755859375,2025-08-01 00:00:00,-12.37,1929.699951171875,2025-09-30 00:00:00,,,,,,,-22.11,1715.199951171875,2025-11-07 00:00:00,1.26,0.61,-15.21,-12.37,,,-22.11,2202.0
KKCL,Golden cross,2024-06-13,710.0,13,-8.78,647.68701171875,2024-10-10 00:00:00,-8.78,647.68701171875,2024-10-10 00:00:00,-8.78,647.68701171875,2024-10-10 00:00:00,-8.78,647.68701171875,2024-10-10 00:00:00,-12.29,622.745361328125,2024-12-10 00:00:00,-28.03,511.0,2025-06-13 00:00:00,-27.85,512.25,2025-11-07 00:00:00,-8.78,-8.78,-8.78,-8.78,-12.29,-28.03,-27.85,710.0
KNRCON,Golden cross,2024-05-30,302.0,6,6.4,321.3395690917969,2024-10-10 00:00:00,6.4,321.3395690917969,2024-10-10 00:00:00,6.4,321.3395690917969,2024-10-10 00:00:00,6.4,321.3395690917969,2024-10-10 00:00:00,6.24,320.8402099609375,2024-11-26 00:00:00,-30.29,210.53111267089844,2025-05-30 00:00:00,-40.33,180.1999969482422,2025-11-07 00:00:00,6.4,6.4,6.4,6.4,6.24,-30.29,-40.33,302.0
KNRCON,Golden cross,2024-05-29,280.0,2,14.76,321.3395690917969,2024-10-10 00:00:00,14.76,321.3395690917969,2024-10-10 00:00:00,14.76,321.3395690917969,2024-10-10 00:00:00,14.76,321.3395690917969,2024-10-10 00:00:00,12.25,314.298583984375,2024-11-25 00:00:00,-21.24,220.52833557128906,2025-05-29 00:00:00,-35.64,180.1999969482422,2025-11-07 00:00:00,14.76,14.76,14.76,14.76,12.25,-21.24,-35.64,279.0
KPIGREEN,Golden cross,2025-10-28,523.0,2,1.73,532.0499877929688,2025-11-04 00:00:00,,,,,,,,,,,,,,,,-3.79,503.20001220703125,2025-11-07 00:00:00,1.73,,,,,,-3.79,523.0
KSOLVES,Golden cross,2024-06-21,1199.0,8,-59.48,485.8085021972656,2024-10-10 00:00:00,-59.48,485.8085021972656,2024-10-10 00:00:00,-59.48,485.8085021972656,2024-10-10 00:00:00,-59.48,485.8085021972656,2024-10-10 00:00:00,-59.54,485.12530517578125,2024-12-18 00:00:00,-72.43,330.54998779296875,2025-06-23 00:00:00,-73.69,315.5,2025-11-07 00:00:00,-59.48,-59.48,-59.48,-59.48,-59.54,-72.43,-73.69,571.0
KTKBANK,Golden cross,2024-08-02,231.0,4,-3.94,221.89401245117188,2024-10-10 00:00:00,-3.94,221.89401245117188,2024-10-10 00:00:00,-3.94,221.89401245117188,2024-10-10 00:00:00,-8.63,211.0604248046875,2024-10-31 00:00:00,-20.43,183.81112670898438,2025-01-29 00:00:00,-24.07,175.38934326171875,2025-08-04 00:00:00,-21.67,180.9499969482422,2025-11-07 00:00:00,-3.94,-3.94,-3.94,-8.63,-20.43,-24.07,-21.67,219.0
LATENTVIEW,Golden cross,2025-11-03,475.0,2,,,,,,,,,,,,,,,,,,,-8.09,436.54998779296875,2025-11-07 00:00:00,,,,,,,-8.09,475.0
LIBERTSHOE,Golden cross,2025-06-11,445.0,19,-7.31,412.45001220703125,2025-06-18 00:00:00,-8.99,405.0,2025-06-25 00:00:00,-12.57,389.04998779296875,2025-07-11 00:00:00,-23.25,341.54998779296875,2025-09-09 00:00:00,,,,,,,-29.58,313.3500061035156,2025-11-07 00:00:00,-7.31,-8.99,-12.57,-23.25,,,-29.58,445.0
LICI,Golden cross,2024-12-09,986.0,5,-7.52,911.8097534179688,2024-12-16 00:00:00,-9.44,892.9596557617188,2024-12-23 00:00:00,-13.03,857.5294799804688,2025-01-08 00:00:00,-24.73,742.2085571289062,2025-03-10 00:00:00,-3.62,950.2993774414062,2025-06-09 00:00:00,,,,-6.27,924.1500244140625,2025-11-07 00:00:00,-7.52,-9.44,-13.03,-24.73,-3.62,,-6.27,973.0
LIKHITHA,Golden cross,2024-04-26,313.0,7,22.7,384.04998779296875,2024-10-10 00:00:00,22.7,384.04998779296875,2024-10-10 00:00:00,22.7,384.04998779296875,2024-10-10 00:00:00,22.7,384.04998779296875,2024-10-10 00:00:00,14.49,358.3500061035156,2024-10-23 00:00:00,-14.94,266.25,2025-04-28 00:00:00,-29.57,220.4600067138672,2025-11-07 00:00:00,22.7,22.7,22.7,22.7,14.49,-14.94,-29.57,313.0
MAANALU,Golden cross,2025-11-06,139.0,2,,,,,,,,,,,,,,,,,,,1.41,140.9600067138672,2025-11-07 00:00:00,,,,,,,1.41,139.0
MADRASFERT,Golden cross,2024-12-09,103.0,4,-1.56,101.38999938964844,2024-12-16 00:00:00,-7.31,95.47000122070312,2024-12-23 00:00:00,-3.9,98.9800033569336,2025-01-08 00:00:00,-28.5,73.63999938964844,2025-03-10 00:00:00,-7.01,95.77999877929688,2025-06-09 00:00:00,,,,-23.9,78.37999725341797,2025-11-07 00:00:00,-1.56,-7.31,-3.9,-28.5,-7.01,,-23.9,103.0
MAHAPEXLTD,Golden cross,2024-05-31,164.0,1,-4.39,156.8000030517578,2024-10-10 00:00:00,-4.39,156.8000030517578,2024-10-10 00:00:00,-4.39,156.8000030517578,2024-10-10 00:00:00,-4.39,156.8000030517578,2024-10-10 00:00:00,0.8,165.32000732421875,2024-11-27 00:00:00,-28.77,116.81999969482422,2025-06-02 00:00:00,-43.61,92.4800033569336,2025-11-07 00:00:00,-4.39,-4.39,-4.39,-4.39,0.8,-28.77,-43.61,164.0
MAITHANALL,Golden cross,2025-06-11,1210.0,2,-5.33,1145.48046875,2025-06-18 00:00:00,1.02,1222.3896484375,2025-06-25 00:00:00,-5.14,1147.768798828125,2025-07-11 00:00:00,-9.91,1090.06201171875,2025-09-09 00:00:00,,,,,,,-10.85,1078.699951171875,2025-11-07 00:00:00,-5.33,1.02,-5.14,-9.91,,,-10.85,1204.0
MAITHANALL,Golden cross,2024-12-19,1207.0,3,-9.14,1096.729248046875,2024-12-26 00:00:00,-6.47,1128.891845703125,2025-01-02 00:00:00,-16.53,1007.4818115234375,2025-01-20 00:00:00,-24.67,909.2847900390625,2025-03-19 00:00:00,-4.91,1147.768798828125,2025-06-17 00:00:00,,,,-10.63,1078.699951171875,2025-11-07 00:00:00,-9.14,-6.47,-16.53,-24.67,-4.91,,-10.63,1193.0
MALLCOM,Golden cross,2024-04-25,1073.0,4,34.58,1444.0103759765625,2024-10-10 00:00:00,34.58,1444.0103759765625,2024-10-10 00:00:00,34.58,1444.0103759765625,2024-10-10 00:00:00,34.58,1444.0103759765625,2024-10-10 00:00:00,35.09,1449.5469970703125,2024-10-22 00:00:00,10.0,1180.347412109375,2025-04-25 00:00:00,31.08,1406.5,2025-11-07 00:00:00,34.58,34.58,34.58,34.58,35.09,10.0,31.08,1070.0
MANAKALUCO,Death cross,2024-05-17,25.0,2,29.71,32.42731475830078,2024-10-10 00:00:00,29.71,32.42731475830078,2024-10-10 00:00:00,29.71,32.42731475830078,2024-10-10 00:00:00,29.71,32.42731475830078,2024-10-10 00:00:00,9.35,27.338722229003906,2024-11-13 00:00:00,3.05,25.76225471496582,2025-05-19 00:00:00,8.08,27.020000457763672,2025-11-07 00:00:00,29.71,29.71,29.71,29.71,9.35,3.05,8.08,25.0
MANAKALUCO,Golden cross,2024-06-18,29.0,7,11.82,32.42731475830078,2024-10-10 00:00:00,11.82,32.42731475830078,2024-10-10 00:00:00,11.82,32.42731475830078,2024-10-10 00:00:00,11.82,32.42731475830078,2024-10-10 00:00:00,4.28,30.24221420288086,2024-12-16 00:00:00,-10.85,25.852054595947266,2025-06-18 00:00:00,-6.83,27.020000457763672,2025-11-07 00:00:00,11.82,11.82,11.82,11.82,4.28,-10.85,-6.83,28.0
MANALIPETC,Golden cross,2025-07-25,73.0,9,-10.12,65.61156463623047,2025-08-01 00:00:00,-11.82,64.3702392578125,2025-08-08 00:00:00,-9.97,65.7208023071289,2025-08-25 00:00:00,-2.0,71.54000091552734,2025-10-23 00:00:00,,,,,,,-5.37,69.08000183105469,2025-11-07 00:00:00,-10.12,-11.82,-9.97,-2.0,,,-5.37,72.0
MANALIPETC,Golden cross,2025-07-24,75.0,8,-10.02,67.48844909667969,2025-07-31 00:00:00,-15.43,63.42682647705078,2025-08-07 00:00:00,-12.37,65.7208023071289,2025-08-25 00:00:00,-4.61,71.54000091552734,2025-10-23 00:00:00,,,,,,,-7.89,69.08000183105469,2025-11-07 00:00:00,-10.02,-15.43,-12.37,-4.61,,,-7.89,74.0
MANKIND,Golden cross,2025-07-16,2624.0,3,-0.99,2597.975830078125,2025-07-23 00:00:00,-1.89,2574.485107421875,2025-07-30 00:00:00,-5.78,2472.39990234375,2025-08-18 00:00:00,-7.08,2438.10009765625,2025-10-14 00:00:00,,,,,,,-13.8,2261.800048828125,2025-11-07 00:00:00,-0.99,-1.89,-5.78,-7.08,,,-13.8,2624.0
MATRIMONY,Golden cross,2024-06-13,619.0,15,27.23,787.5240478515625,2024-10-10 00:00:00,27.23,787.5240478515625,2024-10-10 00:00:00,27.23,787.5240478515625,2024-10-10 00:00:00,27.23,787.5240478515625,2024-10-10 00:00:00,8.56,671.9786376953125,2024-12-10 00:00:00,-18.14,506.7394714355469,2025-06-13 00:00:00,-17.1,513.1500244140625,2025-11-07 00:00:00,27.23,27.23,27.23,27.23,8.56,-18.14,-17.1,613.0
MAWANASUG,Golden cross,2025-06-12,105.0,16,-6.96,97.69000244140625,2025-06-19 00:00:00,-2.53,102.33999633789062,2025-06-26 00:00:00,-4.67,100.0999984741211,2025-07-14 00:00:00,-12.1,92.29000091552734,2025-09-10 00:00:00,,,,,,,-18.59,85.4800033569336,2025-11-07 00:00:00,-6.96,-2.53,-4.67,-12.1,,,-18.59,105.0
MAWANASUG,Golden cross,2025-06-11,109.0,17,-8.05,100.22406005859375,2025-06-18 00:00:00,-5.35,103.16999816894531,2025-06-25 00:00:00,-7.33,101.01000213623047,2025-07-11 00:00:00,-13.39,94.41000366210938,2025-09-09 00:00:00,,,,,,,-21.58,85.4800033569336,2025-11-07 00:00:00,-8.05,-5.35,-7.33,-13.39,,,-21.58,108.0
